row,block,study,lag
8664,12,AMBIGUOUS: MTBLS147,-760
8665,34,AMBIGUOUS: MTBLS395,-777
8666,12,AMBIGUOUS: MTBLS147,-766
8667,34,AMBIGUOUS: MTBLS395,-582
8668,71,unassigned,-3590
8669,53,unassigned,519
8670,34,AMBIGUOUS: MTBLS395,-770
8671,10,unassigned,6986
8672,10,unassigned,6986
8673,34,AMBIGUOUS: MTBLS395,-770
8674,12,AMBIGUOUS: MTBLS147,-773
8675,12,AMBIGUOUS: MTBLS147,-781
8676,12,AMBIGUOUS: MTBLS147,-774
8677,29,unassigned,4528
8678,33,unassigned,-2371
8679,12,AMBIGUOUS: MTBLS147,-772
8680,12,AMBIGUOUS: MTBLS147,-786
8681,12,AMBIGUOUS: MTBLS147,-773
8682,12,AMBIGUOUS: MTBLS147,-783
8683,12,AMBIGUOUS: MTBLS147,-784
8684,34,AMBIGUOUS: MTBLS395,-626
8685,108,unassigned,6984
8686,34,AMBIGUOUS: MTBLS395,-557
8687,65,unassigned,-277
8688,34,AMBIGUOUS: MTBLS395,-762
8689,34,AMBIGUOUS: MTBLS395,-751
8690,34,AMBIGUOUS: MTBLS395,-767
8691,34,AMBIGUOUS: MTBLS395,-772
8692,12,AMBIGUOUS: MTBLS147,-788
8693,34,AMBIGUOUS: MTBLS395,-584
8694,34,AMBIGUOUS: MTBLS395,-562
8695,12,AMBIGUOUS: MTBLS147,-770
8696,34,AMBIGUOUS: MTBLS395,-574
8697,12,AMBIGUOUS: MTBLS147,-771
8698,12,AMBIGUOUS: MTBLS147,-688
8699,12,AMBIGUOUS: MTBLS147,-776
8700,34,AMBIGUOUS: MTBLS395,-838
8701,12,AMBIGUOUS: MTBLS147,-777
8702,12,AMBIGUOUS: MTBLS147,-774
8703,12,AMBIGUOUS: MTBLS147,-779
8704,34,AMBIGUOUS: MTBLS395,-755
8705,34,AMBIGUOUS: MTBLS395,-767
8706,34,AMBIGUOUS: MTBLS395,-576
8707,34,AMBIGUOUS: MTBLS395,-769
8708,12,AMBIGUOUS: MTBLS147,-780
8709,12,AMBIGUOUS: MTBLS147,-776
8710,8,unassigned,4345
8711,8,unassigned,4345
8712,65,unassigned,-275
8713,12,AMBIGUOUS: MTBLS147,-771
8714,12,AMBIGUOUS: MTBLS147,-781
8715,34,AMBIGUOUS: MTBLS395,-767
8716,34,AMBIGUOUS: MTBLS395,-647
8717,12,AMBIGUOUS: MTBLS147,-775
8718,12,AMBIGUOUS: MTBLS147,-771
8719,12,AMBIGUOUS: MTBLS147,-692
8720,109,unassigned,466
8721,12,AMBIGUOUS: MTBLS147,-780
8722,53,unassigned,571
8723,110,unassigned,-471
8724,34,AMBIGUOUS: MTBLS395,-581
8725,34,AMBIGUOUS: MTBLS395,-594
8726,65,unassigned,-251
8727,12,AMBIGUOUS: MTBLS147,-698
8728,34,AMBIGUOUS: MTBLS395,-772
8729,34,AMBIGUOUS: MTBLS395,-777
8730,65,unassigned,-267
8731,34,AMBIGUOUS: MTBLS395,-665
8732,12,AMBIGUOUS: MTBLS147,-779
8733,12,AMBIGUOUS: MTBLS147,-749
8734,34,AMBIGUOUS: MTBLS395,-775
8735,12,AMBIGUOUS: MTBLS147,-779
8736,39,unassigned,7017
8737,39,unassigned,7017
8738,34,AMBIGUOUS: MTBLS395,-662
8739,34,AMBIGUOUS: MTBLS395,-748
8740,34,AMBIGUOUS: MTBLS395,-522
8741,65,unassigned,-261
8742,34,AMBIGUOUS: MTBLS395,-673
8743,34,AMBIGUOUS: MTBLS395,-749
8744,12,AMBIGUOUS: MTBLS147,-750
8745,12,AMBIGUOUS: MTBLS147,-760
8746,45,MTBLS798,1
8747,34,AMBIGUOUS: MTBLS395,-587
8748,34,AMBIGUOUS: MTBLS395,-776
8749,34,AMBIGUOUS: MTBLS395,-568
8750,111,unassigned,-3711
8751,34,AMBIGUOUS: MTBLS395,-693
8752,101,unassigned,6209
8753,34,AMBIGUOUS: MTBLS395,-604
8754,34,AMBIGUOUS: MTBLS395,-624
8755,12,AMBIGUOUS: MTBLS147,-781
8756,53,unassigned,425
8757,12,AMBIGUOUS: MTBLS147,-778
8758,12,AMBIGUOUS: MTBLS147,-709
8759,12,AMBIGUOUS: MTBLS147,-771
8760,12,AMBIGUOUS: MTBLS147,-778
8761,34,AMBIGUOUS: MTBLS395,-564
8762,12,AMBIGUOUS: MTBLS147,-792
8763,34,AMBIGUOUS: MTBLS395,-746
8764,34,AMBIGUOUS: MTBLS395,-780
8765,53,unassigned,415
8766,12,AMBIGUOUS: MTBLS147,-763
8767,34,AMBIGUOUS: MTBLS395,-764
8768,34,AMBIGUOUS: MTBLS395,-594
8769,12,AMBIGUOUS: MTBLS147,-784
8770,34,AMBIGUOUS: MTBLS395,-566
8771,29,unassigned,4530
8772,12,AMBIGUOUS: MTBLS147,-686
8773,34,AMBIGUOUS: MTBLS395,-762
8774,34,AMBIGUOUS: MTBLS395,-565
8775,12,AMBIGUOUS: MTBLS147,-773
8776,12,AMBIGUOUS: MTBLS147,-783
8777,34,AMBIGUOUS: MTBLS395,-795
8778,34,AMBIGUOUS: MTBLS395,-771
8779,12,AMBIGUOUS: MTBLS147,-779
8780,53,unassigned,435
8781,101,unassigned,6206
8782,12,AMBIGUOUS: MTBLS147,-710
8783,29,unassigned,4527
8784,34,AMBIGUOUS: MTBLS395,-762
8785,12,AMBIGUOUS: MTBLS147,-785
8786,12,AMBIGUOUS: MTBLS147,-783
8787,12,AMBIGUOUS: MTBLS147,-785
8788,34,AMBIGUOUS: MTBLS395,-555
8789,12,AMBIGUOUS: MTBLS147,-784
8790,12,AMBIGUOUS: MTBLS147,-779
8791,34,AMBIGUOUS: MTBLS395,-609
8792,12,AMBIGUOUS: MTBLS147,-780
8793,12,AMBIGUOUS: MTBLS147,-783
8794,12,AMBIGUOUS: MTBLS147,-789
8795,12,AMBIGUOUS: MTBLS147,-755
8796,34,AMBIGUOUS: MTBLS395,-566
8797,12,AMBIGUOUS: MTBLS147,-784
8798,12,AMBIGUOUS: MTBLS147,-753
8799,12,AMBIGUOUS: MTBLS147,-756
8800,12,AMBIGUOUS: MTBLS147,-785
8801,12,AMBIGUOUS: MTBLS147,-706
8802,12,AMBIGUOUS: MTBLS147,-773
8803,12,AMBIGUOUS: MTBLS147,-753
8804,34,AMBIGUOUS: MTBLS395,-776
8805,34,AMBIGUOUS: MTBLS395,-631
8806,12,AMBIGUOUS: MTBLS147,-781
8807,34,AMBIGUOUS: MTBLS395,-771
8808,12,AMBIGUOUS: MTBLS147,-779
8809,34,AMBIGUOUS: MTBLS395,-760
8810,45,MTBLS798,-9
8811,10,unassigned,6970
8812,10,unassigned,6970
8813,12,AMBIGUOUS: MTBLS147,-775
8814,12,AMBIGUOUS: MTBLS147,-774
8815,34,AMBIGUOUS: MTBLS395,-756
8816,34,AMBIGUOUS: MTBLS395,-792
8817,12,AMBIGUOUS: MTBLS147,-689
8818,34,AMBIGUOUS: MTBLS395,-622
8819,34,AMBIGUOUS: MTBLS395,-766
8820,50,unassigned,-235
8821,53,unassigned,452
8822,12,AMBIGUOUS: MTBLS147,-781
8823,29,unassigned,4554
8824,34,AMBIGUOUS: MTBLS395,-779
8825,34,AMBIGUOUS: MTBLS395,-754
8826,34,AMBIGUOUS: MTBLS395,-778
8827,12,AMBIGUOUS: MTBLS147,-781
8828,101,unassigned,6207
8829,34,AMBIGUOUS: MTBLS395,-775
8830,34,AMBIGUOUS: MTBLS395,-795
8831,12,AMBIGUOUS: MTBLS147,-788
8832,34,AMBIGUOUS: MTBLS395,-566
8833,34,AMBIGUOUS: MTBLS395,-753
8834,34,AMBIGUOUS: MTBLS395,-765
8835,112,unassigned,-293
8836,34,AMBIGUOUS: MTBLS395,-765
8837,12,AMBIGUOUS: MTBLS147,-780
8838,12,AMBIGUOUS: MTBLS147,-794
8839,10,unassigned,6991
8840,10,unassigned,6991
8841,12,AMBIGUOUS: MTBLS147,-774
8842,12,AMBIGUOUS: MTBLS147,-784
8843,12,AMBIGUOUS: MTBLS147,-686
8844,12,AMBIGUOUS: MTBLS147,-750
8845,34,AMBIGUOUS: MTBLS395,-531
8846,34,AMBIGUOUS: MTBLS395,-771
8847,101,unassigned,6218
8848,12,AMBIGUOUS: MTBLS147,-781
8849,12,AMBIGUOUS: MTBLS147,-681
8850,34,AMBIGUOUS: MTBLS395,-785
8851,12,AMBIGUOUS: MTBLS147,-785
8852,12,AMBIGUOUS: MTBLS147,-757
8853,34,AMBIGUOUS: MTBLS395,-594
8854,34,AMBIGUOUS: MTBLS395,-775
8855,53,unassigned,516
8856,12,AMBIGUOUS: MTBLS147,-758
8857,12,AMBIGUOUS: MTBLS147,-783
8858,34,AMBIGUOUS: MTBLS395,-771
8859,34,AMBIGUOUS: MTBLS395,-777
8860,12,AMBIGUOUS: MTBLS147,-762
8861,34,AMBIGUOUS: MTBLS395,-772
8862,12,AMBIGUOUS: MTBLS147,-784
8863,12,AMBIGUOUS: MTBLS147,-776
8864,34,AMBIGUOUS: MTBLS395,-605
8865,12,AMBIGUOUS: MTBLS147,-779
8866,34,AMBIGUOUS: MTBLS395,-581
8867,45,MTBLS798,-4
8868,12,AMBIGUOUS: MTBLS147,-687
8869,12,AMBIGUOUS: MTBLS147,-758
8870,34,AMBIGUOUS: MTBLS395,-778
8871,12,AMBIGUOUS: MTBLS147,-772
8872,29,unassigned,4513
8873,34,AMBIGUOUS: MTBLS395,-584
8874,34,AMBIGUOUS: MTBLS395,-762
8875,29,unassigned,4535
8876,12,AMBIGUOUS: MTBLS147,-771
8877,34,AMBIGUOUS: MTBLS395,-761
8878,53,unassigned,463
8879,50,unassigned,-223
8880,34,AMBIGUOUS: MTBLS395,-578
8881,34,AMBIGUOUS: MTBLS395,-625
8882,34,AMBIGUOUS: MTBLS395,-782
8883,34,AMBIGUOUS: MTBLS395,-767
8884,34,AMBIGUOUS: MTBLS395,-754
8885,34,AMBIGUOUS: MTBLS395,-767
8886,12,AMBIGUOUS: MTBLS147,-779
8887,40,unassigned,-267
8888,12,AMBIGUOUS: MTBLS147,-781
8889,12,AMBIGUOUS: MTBLS147,-769
8890,12,AMBIGUOUS: MTBLS147,-760
8891,34,AMBIGUOUS: MTBLS395,-796
8892,12,AMBIGUOUS: MTBLS147,-786
8893,34,AMBIGUOUS: MTBLS395,-847
8894,12,AMBIGUOUS: MTBLS147,-782
8895,12,AMBIGUOUS: MTBLS147,-789
8896,12,AMBIGUOUS: MTBLS147,-779
8897,34,AMBIGUOUS: MTBLS395,-762
8898,12,AMBIGUOUS: MTBLS147,-753
8899,34,AMBIGUOUS: MTBLS395,-592
8900,12,AMBIGUOUS: MTBLS147,-782
8901,34,AMBIGUOUS: MTBLS395,-753
8902,12,AMBIGUOUS: MTBLS147,-782
8903,12,AMBIGUOUS: MTBLS147,-778
8904,34,AMBIGUOUS: MTBLS395,-780
8905,34,AMBIGUOUS: MTBLS395,-604
8906,101,unassigned,6210
8907,12,AMBIGUOUS: MTBLS147,-785
8908,34,AMBIGUOUS: MTBLS395,-755
8909,34,AMBIGUOUS: MTBLS395,-774
8910,12,AMBIGUOUS: MTBLS147,-776
8911,34,AMBIGUOUS: MTBLS395,-484
8912,12,AMBIGUOUS: MTBLS147,-789
8913,12,AMBIGUOUS: MTBLS147,-760
8914,12,AMBIGUOUS: MTBLS147,-748
8915,12,AMBIGUOUS: MTBLS147,-782
8916,12,AMBIGUOUS: MTBLS147,-662
8917,34,AMBIGUOUS: MTBLS395,-770
8918,12,AMBIGUOUS: MTBLS147,-689
8919,34,AMBIGUOUS: MTBLS395,-763
8920,12,AMBIGUOUS: MTBLS147,-756
8921,54,unassigned,-3594
8922,34,AMBIGUOUS: MTBLS395,-660
8923,12,AMBIGUOUS: MTBLS147,-788
8924,34,AMBIGUOUS: MTBLS395,-775
8925,12,AMBIGUOUS: MTBLS147,-773
8926,101,unassigned,6198
8927,12,AMBIGUOUS: MTBLS147,-782
8928,34,AMBIGUOUS: MTBLS395,-565
8929,98,unassigned,-945
8930,12,AMBIGUOUS: MTBLS147,-775
8931,12,AMBIGUOUS: MTBLS147,-780
8932,34,AMBIGUOUS: MTBLS395,-620
8933,34,AMBIGUOUS: MTBLS395,-547
8934,12,AMBIGUOUS: MTBLS147,-655
8935,34,AMBIGUOUS: MTBLS395,-764
8936,34,AMBIGUOUS: MTBLS395,-731
8937,12,AMBIGUOUS: MTBLS147,-769
8938,12,AMBIGUOUS: MTBLS147,-686
8939,34,AMBIGUOUS: MTBLS395,-633
8940,12,AMBIGUOUS: MTBLS147,-690
8941,12,AMBIGUOUS: MTBLS147,-780
8942,12,AMBIGUOUS: MTBLS147,-760
8943,12,AMBIGUOUS: MTBLS147,-784
8944,34,AMBIGUOUS: MTBLS395,-770
8945,34,AMBIGUOUS: MTBLS395,-773
8946,12,AMBIGUOUS: MTBLS147,-782
8947,34,AMBIGUOUS: MTBLS395,-777
8948,12,AMBIGUOUS: MTBLS147,-784
8949,34,AMBIGUOUS: MTBLS395,-756
8950,12,AMBIGUOUS: MTBLS147,-783
8951,65,unassigned,-271
8952,34,AMBIGUOUS: MTBLS395,-604
8953,34,AMBIGUOUS: MTBLS395,-776
8954,12,AMBIGUOUS: MTBLS147,-749
8955,101,unassigned,6215
8956,34,AMBIGUOUS: MTBLS395,-771
8957,29,unassigned,4542
8958,113,unassigned,-862
8959,12,AMBIGUOUS: MTBLS147,-756
8960,34,AMBIGUOUS: MTBLS395,-772
8961,29,unassigned,4546
8962,12,AMBIGUOUS: MTBLS147,-787
8963,34,AMBIGUOUS: MTBLS395,-771
8964,34,AMBIGUOUS: MTBLS395,-573
8965,12,AMBIGUOUS: MTBLS147,-782
8966,12,AMBIGUOUS: MTBLS147,-781
8967,12,AMBIGUOUS: MTBLS147,-774
8968,114,unassigned,-3338
8969,12,AMBIGUOUS: MTBLS147,-753
8970,12,AMBIGUOUS: MTBLS147,-782
8971,34,AMBIGUOUS: MTBLS395,-752
8972,115,unassigned,-785
8973,12,AMBIGUOUS: MTBLS147,-778
8974,12,AMBIGUOUS: MTBLS147,-778
8975,34,AMBIGUOUS: MTBLS395,-751
8976,12,AMBIGUOUS: MTBLS147,-758
8977,29,unassigned,4542
8978,12,AMBIGUOUS: MTBLS147,-778
8979,12,AMBIGUOUS: MTBLS147,-785
8980,12,AMBIGUOUS: MTBLS147,-782
8981,12,AMBIGUOUS: MTBLS147,-756
8982,12,AMBIGUOUS: MTBLS147,-760
8983,12,AMBIGUOUS: MTBLS147,-785
8984,34,AMBIGUOUS: MTBLS395,-763
8985,34,AMBIGUOUS: MTBLS395,-617
8986,101,unassigned,6220
8987,12,AMBIGUOUS: MTBLS147,-754
8988,12,AMBIGUOUS: MTBLS147,-779
8989,12,AMBIGUOUS: MTBLS147,-756
8990,12,AMBIGUOUS: MTBLS147,-773
8991,50,unassigned,-231
8992,12,AMBIGUOUS: MTBLS147,-787
8993,50,unassigned,-230
8994,12,AMBIGUOUS: MTBLS147,-785
8995,12,AMBIGUOUS: MTBLS147,-710
8996,12,AMBIGUOUS: MTBLS147,-786
8997,34,AMBIGUOUS: MTBLS395,-762
8998,12,AMBIGUOUS: MTBLS147,-774
8999,12,AMBIGUOUS: MTBLS147,-777
9000,34,AMBIGUOUS: MTBLS395,-756
9001,12,AMBIGUOUS: MTBLS147,-777
9002,53,unassigned,475
9003,12,AMBIGUOUS: MTBLS147,-783
9004,101,unassigned,6210
9005,12,AMBIGUOUS: MTBLS147,-774
9006,74,unassigned,7000
9007,12,AMBIGUOUS: MTBLS147,-778
9008,12,AMBIGUOUS: MTBLS147,-786
9009,53,unassigned,530
9010,65,unassigned,-276
9011,101,unassigned,6217
9012,12,AMBIGUOUS: MTBLS147,-776
9013,12,AMBIGUOUS: MTBLS147,-786
9014,34,AMBIGUOUS: MTBLS395,-594
9015,34,AMBIGUOUS: MTBLS395,-781
9016,12,AMBIGUOUS: MTBLS147,-757
9017,101,unassigned,6202
9018,91,unassigned,-2668
9019,12,AMBIGUOUS: MTBLS147,-781
9020,12,AMBIGUOUS: MTBLS147,-771
9021,12,AMBIGUOUS: MTBLS147,-690
9022,101,unassigned,6202
9023,12,AMBIGUOUS: MTBLS147,-781
9024,53,unassigned,474
9025,63,unassigned,-3252
9026,12,AMBIGUOUS: MTBLS147,-791
9027,12,AMBIGUOUS: MTBLS147,-766
9028,12,AMBIGUOUS: MTBLS147,-775
9029,34,AMBIGUOUS: MTBLS395,-649
9030,12,AMBIGUOUS: MTBLS147,-762
9031,12,AMBIGUOUS: MTBLS147,-779
9032,34,AMBIGUOUS: MTBLS395,-520
9033,34,AMBIGUOUS: MTBLS395,-830
9034,65,unassigned,-277
9035,12,AMBIGUOUS: MTBLS147,-783
9036,34,AMBIGUOUS: MTBLS395,-789
9037,34,AMBIGUOUS: MTBLS395,-758
9038,33,unassigned,-2375
9039,12,AMBIGUOUS: MTBLS147,-756
9040,101,unassigned,6212
9041,34,AMBIGUOUS: MTBLS395,-775
9042,34,AMBIGUOUS: MTBLS395,-836
9043,34,AMBIGUOUS: MTBLS395,-626
9044,12,AMBIGUOUS: MTBLS147,-758
9045,12,AMBIGUOUS: MTBLS147,-751
9046,34,AMBIGUOUS: MTBLS395,-777
9047,12,AMBIGUOUS: MTBLS147,-771
9048,12,AMBIGUOUS: MTBLS147,-776
9049,40,unassigned,-288
9050,53,unassigned,400
9051,101,unassigned,6211
9052,101,unassigned,6212
9053,12,AMBIGUOUS: MTBLS147,-781
9054,34,AMBIGUOUS: MTBLS395,-781
9055,29,unassigned,4537
9056,12,AMBIGUOUS: MTBLS147,-779
9057,53,unassigned,494
9058,12,AMBIGUOUS: MTBLS147,-788
9059,12,AMBIGUOUS: MTBLS147,-758
9060,12,AMBIGUOUS: MTBLS147,-780
9061,34,AMBIGUOUS: MTBLS395,-760
9062,12,AMBIGUOUS: MTBLS147,-795
9063,34,AMBIGUOUS: MTBLS395,-616
9064,34,AMBIGUOUS: MTBLS395,-771
9065,12,AMBIGUOUS: MTBLS147,-779
9066,34,AMBIGUOUS: MTBLS395,-598
9067,12,AMBIGUOUS: MTBLS147,-783
9068,12,AMBIGUOUS: MTBLS147,-751
9069,34,AMBIGUOUS: MTBLS395,-778
9070,12,AMBIGUOUS: MTBLS147,-784
9071,12,AMBIGUOUS: MTBLS147,-776
9072,34,AMBIGUOUS: MTBLS395,-595
9073,12,AMBIGUOUS: MTBLS147,-772
9074,10,unassigned,7013
9075,10,unassigned,7013
9076,12,AMBIGUOUS: MTBLS147,-768
9077,12,AMBIGUOUS: MTBLS147,-788
9078,29,unassigned,4545
9079,34,AMBIGUOUS: MTBLS395,-772
9080,53,unassigned,415
9081,12,AMBIGUOUS: MTBLS147,-778
9082,50,unassigned,-241
9083,12,AMBIGUOUS: MTBLS147,-753
9084,34,AMBIGUOUS: MTBLS395,-430
9085,12,AMBIGUOUS: MTBLS147,-786
9086,12,AMBIGUOUS: MTBLS147,-779
9087,12,AMBIGUOUS: MTBLS147,-758
9088,34,AMBIGUOUS: MTBLS395,-515
9089,12,AMBIGUOUS: MTBLS147,-684
9090,12,AMBIGUOUS: MTBLS147,-663
9091,65,unassigned,-245
9092,34,AMBIGUOUS: MTBLS395,-604
9093,34,AMBIGUOUS: MTBLS395,-778
9094,12,AMBIGUOUS: MTBLS147,-760
9095,12,AMBIGUOUS: MTBLS147,-754
9096,12,AMBIGUOUS: MTBLS147,-781
9097,12,AMBIGUOUS: MTBLS147,-791
9098,34,AMBIGUOUS: MTBLS395,-611
9099,12,AMBIGUOUS: MTBLS147,-753
9100,34,AMBIGUOUS: MTBLS395,-771
9101,34,AMBIGUOUS: MTBLS395,-752
9102,12,AMBIGUOUS: MTBLS147,-688
9103,34,AMBIGUOUS: MTBLS395,-775
9104,12,AMBIGUOUS: MTBLS147,-746
9105,34,AMBIGUOUS: MTBLS395,-599
9106,34,AMBIGUOUS: MTBLS395,-559
9107,101,unassigned,6213
9108,34,AMBIGUOUS: MTBLS395,-766
9109,12,AMBIGUOUS: MTBLS147,-757
9110,12,AMBIGUOUS: MTBLS147,-754
9111,64,unassigned,-2372
9112,12,AMBIGUOUS: MTBLS147,-776
9113,101,unassigned,6208
9114,12,AMBIGUOUS: MTBLS147,-698
9115,74,unassigned,7016
9116,12,AMBIGUOUS: MTBLS147,-764
9117,12,AMBIGUOUS: MTBLS147,-778
9118,34,AMBIGUOUS: MTBLS395,-767
9119,12,AMBIGUOUS: MTBLS147,-763
9120,12,AMBIGUOUS: MTBLS147,-756
9121,12,AMBIGUOUS: MTBLS147,-776
9122,34,AMBIGUOUS: MTBLS395,-771
9123,12,AMBIGUOUS: MTBLS147,-789
9124,34,AMBIGUOUS: MTBLS395,-630
9125,50,unassigned,-238
9126,45,MTBLS798,29
9127,12,AMBIGUOUS: MTBLS147,-760
9128,101,unassigned,6212
9129,12,AMBIGUOUS: MTBLS147,-797
9130,12,AMBIGUOUS: MTBLS147,-759
9131,116,unassigned,-2957
9132,12,AMBIGUOUS: MTBLS147,-773
9133,12,AMBIGUOUS: MTBLS147,-773
9134,12,AMBIGUOUS: MTBLS147,-756
9135,12,AMBIGUOUS: MTBLS147,-776
9136,12,AMBIGUOUS: MTBLS147,-749
9137,12,AMBIGUOUS: MTBLS147,-791
9138,53,unassigned,515
9139,34,AMBIGUOUS: MTBLS395,-650
9140,34,AMBIGUOUS: MTBLS395,-593
9141,0,unassigned,2572
9142,12,AMBIGUOUS: MTBLS147,-782
9143,12,AMBIGUOUS: MTBLS147,-744
9144,117,unassigned,3276
9145,118,unassigned,-189
9146,12,AMBIGUOUS: MTBLS147,-790
9147,65,unassigned,-269
9148,12,AMBIGUOUS: MTBLS147,-773
9149,12,AMBIGUOUS: MTBLS147,-770
9150,34,AMBIGUOUS: MTBLS395,-748
9151,34,AMBIGUOUS: MTBLS395,-748
9152,12,AMBIGUOUS: MTBLS147,-782
9153,34,AMBIGUOUS: MTBLS395,-588
9154,12,AMBIGUOUS: MTBLS147,-793
9155,12,AMBIGUOUS: MTBLS147,-687
9156,12,AMBIGUOUS: MTBLS147,-757
9157,12,AMBIGUOUS: MTBLS147,-773
9158,12,AMBIGUOUS: MTBLS147,-681
9159,12,AMBIGUOUS: MTBLS147,-773
9160,45,MTBLS798,10
9161,12,AMBIGUOUS: MTBLS147,-786
9162,12,AMBIGUOUS: MTBLS147,-792
9163,29,unassigned,4541
9164,34,AMBIGUOUS: MTBLS395,-661
9165,12,AMBIGUOUS: MTBLS147,-766
9166,34,AMBIGUOUS: MTBLS395,-598
9167,34,AMBIGUOUS: MTBLS395,-765
9168,34,AMBIGUOUS: MTBLS395,-583
9169,53,unassigned,464
9170,12,AMBIGUOUS: MTBLS147,-791
9171,12,AMBIGUOUS: MTBLS147,-780
9172,12,AMBIGUOUS: MTBLS147,-780
9173,45,MTBLS798,5
9174,12,AMBIGUOUS: MTBLS147,-756
9175,12,AMBIGUOUS: MTBLS147,-758
9176,12,AMBIGUOUS: MTBLS147,-787
9177,101,unassigned,6208
9178,34,AMBIGUOUS: MTBLS395,-748
9179,12,AMBIGUOUS: MTBLS147,-779
9180,12,AMBIGUOUS: MTBLS147,-761
9181,12,AMBIGUOUS: MTBLS147,-780
9182,108,unassigned,6986
9183,12,AMBIGUOUS: MTBLS147,-784
9184,12,AMBIGUOUS: MTBLS147,-759
9185,12,AMBIGUOUS: MTBLS147,-776
9186,101,unassigned,6218
9187,34,AMBIGUOUS: MTBLS395,-782
9188,53,unassigned,475
9189,34,AMBIGUOUS: MTBLS395,-770
9190,12,AMBIGUOUS: MTBLS147,-759
9191,65,unassigned,-271
9192,29,unassigned,4531
9193,12,AMBIGUOUS: MTBLS147,-753
9194,34,AMBIGUOUS: MTBLS395,-786
9195,34,AMBIGUOUS: MTBLS395,-772
9196,53,unassigned,414
9197,12,AMBIGUOUS: MTBLS147,-754
9198,12,AMBIGUOUS: MTBLS147,-783
9199,12,AMBIGUOUS: MTBLS147,-781
9200,34,AMBIGUOUS: MTBLS395,-613
9201,29,unassigned,4531
9202,34,AMBIGUOUS: MTBLS395,-778
9203,29,unassigned,4559
9204,0,unassigned,2617
9205,34,AMBIGUOUS: MTBLS395,-791
9206,50,unassigned,-239
9207,34,AMBIGUOUS: MTBLS395,-594
9208,12,AMBIGUOUS: MTBLS147,-782
9209,0,unassigned,2566
9210,34,AMBIGUOUS: MTBLS395,-621
9211,12,AMBIGUOUS: MTBLS147,-757
9212,12,AMBIGUOUS: MTBLS147,-786
9213,12,AMBIGUOUS: MTBLS147,-758
9214,29,unassigned,4539
9215,29,unassigned,4549
9216,0,unassigned,2572
9217,0,unassigned,2495
9218,108,unassigned,6975
9219,29,unassigned,4552
9220,12,AMBIGUOUS: MTBLS147,-691
9221,119,unassigned,6313
9222,12,AMBIGUOUS: MTBLS147,-692
9223,12,AMBIGUOUS: MTBLS147,-787
9224,65,unassigned,-268
9225,12,AMBIGUOUS: MTBLS147,-758
9226,12,AMBIGUOUS: MTBLS147,-757
9227,101,unassigned,6209
9228,12,AMBIGUOUS: MTBLS147,-755
9229,12,AMBIGUOUS: MTBLS147,-761
9230,12,AMBIGUOUS: MTBLS147,-761
9231,0,unassigned,2577
9232,101,unassigned,6212
9233,12,AMBIGUOUS: MTBLS147,-754
9234,34,AMBIGUOUS: MTBLS395,-826
9235,0,unassigned,2566
9236,101,unassigned,6212
9237,65,unassigned,-249
9238,0,unassigned,2582
9239,101,unassigned,6214
9240,34,AMBIGUOUS: MTBLS395,-823
9241,34,AMBIGUOUS: MTBLS395,-763
9242,101,unassigned,6215
9243,65,unassigned,-275
9244,12,AMBIGUOUS: MTBLS147,-758
9245,12,AMBIGUOUS: MTBLS147,-764
9246,34,AMBIGUOUS: MTBLS395,-575
9247,45,MTBLS798,11
9248,101,unassigned,6210
9249,101,unassigned,6217
9250,101,unassigned,6214
9251,0,unassigned,2563
9252,0,unassigned,2544
9253,12,AMBIGUOUS: MTBLS147,-786
9254,12,AMBIGUOUS: MTBLS147,-761
9255,53,unassigned,569
9256,0,unassigned,2505
9257,65,unassigned,-267
9258,12,AMBIGUOUS: MTBLS147,-752
9259,50,unassigned,-238
9260,101,unassigned,6218
9261,101,unassigned,6221
9262,101,unassigned,6220
9263,120,unassigned,4962
9264,12,AMBIGUOUS: MTBLS147,-755
9265,34,AMBIGUOUS: MTBLS395,-778
9266,0,unassigned,2587
9267,12,AMBIGUOUS: MTBLS147,-781
9268,0,unassigned,2480
9269,121,unassigned,-2936
9270,12,AMBIGUOUS: MTBLS147,-757
9271,0,unassigned,2458
9272,50,unassigned,-226
9273,95,unassigned,4207
9274,0,unassigned,2535
9275,50,unassigned,-234
9276,12,AMBIGUOUS: MTBLS147,-758
9277,12,AMBIGUOUS: MTBLS147,-762
9278,0,unassigned,2562
9279,0,unassigned,2577
9280,10,unassigned,6989
9281,10,unassigned,6989
9282,12,AMBIGUOUS: MTBLS147,-760
9283,0,unassigned,2557
9284,122,unassigned,56
9285,0,unassigned,2547
9286,104,unassigned,7063
9287,101,unassigned,6217
9288,0,unassigned,2577
9289,0,unassigned,2576
9290,0,unassigned,2604
9291,12,AMBIGUOUS: MTBLS147,-763
9292,12,AMBIGUOUS: MTBLS147,-750
9293,34,AMBIGUOUS: MTBLS395,-783
9294,0,unassigned,2552
9295,12,AMBIGUOUS: MTBLS147,-780
9296,0,unassigned,2496
9297,65,unassigned,-265
9298,12,AMBIGUOUS: MTBLS147,-762
9299,12,AMBIGUOUS: MTBLS147,-762
9300,12,AMBIGUOUS: MTBLS147,-776
9301,101,unassigned,6213
9302,0,unassigned,2552
9303,0,unassigned,2553
9304,120,unassigned,4965
9305,0,unassigned,2571
9306,12,AMBIGUOUS: MTBLS147,-759
9307,112,unassigned,-306
